pd_index,date_f1,CNUM,LNUM_f1,SI_f1,S_f1,MN_f1,P_f1,CU_f1,NI_f1,CR_f1,MO_f1,TI_f1,HM_Temp_f1,ProbeSi_f1,Time_f1,Timestamp_f1,Compliant_eq_1_f1,C_perce_sat_f1,Before_After_f1,Good_bad_f1,date,Slag_Time_f2,Open_Time_f2,Close_Time_f2,Taphole_f2,Pipe_burn_hole_f2,Taphole_Length_f2,Clay_box_f2,Clay_Close_hole_ft3_f2,Clay_temp_f2,Drill_bit_size_f2,Drill_shafts_used_f2,Cast_Avg_Temp_f2,Cast_Avg_Si_f2,Cast_Avg_S_f2,Cast_Avg_Mn_f2,Cast_Avg_P_f2,Cast_Avg_Cu_f2,Cast_Avg_Ni_f2,Cast_Avg_Cr_f2,Cast_Avg_Mo_f2,Cast_Avg_Ti_f2,Slag_Fe_f2,Slag_SiO2_f2,Slag_Al2O3_f2,Slag_CaO_f2,Slag_MgO_f2,Slag_S_f2,Slag_K2O_f2,Slag_B_SiO2_f2,Slag_TiO2_f2
5316,44576,175,145,0.532999992,0.028000001,0.423000008,0.061999999,0.003,0.003,0.045000002,0.002,0.039999999,2741,,0.184027778,44576.18403,1.0,4.982804003,,,1/15/2022 0:00,03:10,02:50,04:38,3,0,10.69999981,18,5.0,187,2.25,1,2719,0.569999993,0.028000001,0.425999999,0.063000001,0.003,0.003,0.046,0.002,0.043000001,0.239999995,39.70999908,8.510000229,39.75999832,8.300000191,0.889999986,0.610000014,1.210000038,0.460000008
5317,44576,176,150,0.638999999,0.027000001,0.439999998,0.061999999,0.003,0.003,0.045000002,0.002,0.046999998,2738,,0.216666667,44576.21667,1.0,4.94568,,,1/15/2022 0:00,04:45,04:36,06:25,1,0,9.5,945,5.03000021,193,2.130000114,1,2751,0.629999995,0.025,0.444999993,0.061999999,0.003,0.003,0.045000002,0.002,0.046999998,0.569999993,39.25999832,8.100000381,39.83000183,8.289999962,0.860000014,0.649999976,1.230000019,0.460000008
5318,44576,176,158,0.628000021,0.022,0.444000006,0.061000001,0.003,0.003,0.044,0.002,0.048999999,2755,,0.247222222,44576.24722,1.0,4.977231993,,,1/15/2022 0:00,04:45,04:36,06:25,1,0,9.5,945,5.03000021,193,2.130000114,1,2751,0.629999995,0.025,0.444999993,0.061999999,0.003,0.003,0.045000002,0.002,0.046999998,0.569999993,39.25999832,8.100000381,39.83000183,8.289999962,0.860000014,0.649999976,1.230000019,0.460000008
5319,44576,176,182,0.623000026,0.025,0.451000005,0.063000001,0.003,0.003,0.045000002,0.002,0.046,2760,,0.253472222,44576.25347,1.0,4.984827992,,,1/15/2022 0:00,04:45,04:36,06:25,1,0,9.5,945,5.03000021,193,2.130000114,1,2751,0.629999995,0.025,0.444999993,0.061999999,0.003,0.003,0.045000002,0.002,0.046999998,0.569999993,39.25999832,8.100000381,39.83000183,8.289999962,0.860000014,0.649999976,1.230000019,0.460000008
5320,44576,177,140,0.688000023,0.018999999,0.476000011,0.064000003,0.003,0.003,0.046,0.002,0.055,2681,,0.270833333,44576.27083,1.0,4.854367992,,,1/15/2022 0:00,06:35,06:23,07:55,3,0,11.0,18,1.5,160,2.25,1,2724,0.672999978,0.021,0.469999999,0.064999998,0.003,0.003,0.048,0.002,0.052999999,0.180000007,38.90000153,8.659999847,40.75,8.390000343,0.970000029,0.5,1.25999999,0.430000007
5321,44576,177,142,0.726000011,0.021,0.472000003,0.064000003,0.003,0.003,0.048,0.002,0.055,2734,,0.305555556,44576.30556,1.0,4.916205996,,,1/15/2022 0:00,06:35,06:23,07:55,3,0,11.0,18,1.5,160,2.25,1,2724,0.672999978,0.021,0.469999999,0.064999998,0.003,0.003,0.048,0.002,0.052999999,0.180000007,38.90000153,8.659999847,40.75,8.390000343,0.970000029,0.5,1.25999999,0.430000007
5322,44576,177,181,0.605000019,0.022,0.463,0.068000004,0.003,0.003,0.048999999,0.002,0.048,2758,,0.326388889,44576.32639,1.0,4.985153993,,,1/15/2022 0:00,06:35,06:23,07:55,3,0,11.0,18,1.5,160,2.25,1,2724,0.672999978,0.021,0.469999999,0.064999998,0.003,0.003,0.048,0.002,0.052999999,0.180000007,38.90000153,8.659999847,40.75,8.390000343,0.970000029,0.5,1.25999999,0.430000007
5323,44576,178,136,0.675000012,0.027000001,0.444999993,0.059,0.003,0.003,0.043000001,0.002,0.055,2777,,0.363888889,44576.36389,1.0,4.992189996,,,1/15/2022 0:00,08:53,08:11,10:29,3,0,10.0,18,5.0,200,2.25,1,2777,0.660000026,0.026000001,0.442999989,0.061000001,0.003,0.003,0.044,0.002,0.050999999,0.170000002,39.11000061,8.760000229,40.52999878,8.399999619,0.959999979,0.49000001,1.25,0.439999998
5324,44576,178,183,0.540000021,0.021,0.442999989,0.061999999,0.003,0.003,0.045000002,0.002,0.043000001,2776,,0.3875,44576.3875,1.0,5.032823993,,,1/15/2022 0:00,08:53,08:11,10:29,3,0,10.0,18,5.0,200,2.25,1,2777,0.660000026,0.026000001,0.442999989,0.061000001,0.003,0.003,0.044,0.002,0.050999999,0.170000002,39.11000061,8.760000229,40.52999878,8.399999619,0.959999979,0.49000001,1.25,0.439999998
5325,44576,178,121,0.765999973,0.029999999,0.442000002,0.061000001,0.003,0.003,0.044,0.002,0.055,2778,,0.423611111,44576.42361,1.0,4.964606009,,,1/15/2022 0:00,08:53,08:11,10:29,3,0,10.0,18,5.0,200,2.25,1,2777,0.660000026,0.026000001,0.442999989,0.061000001,0.003,0.003,0.044,0.002,0.050999999,0.170000002,39.11000061,8.760000229,40.52999878,8.399999619,0.959999979,0.49000001,1.25,0.439999998
5326,44576,178,153,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.436805556,44576.43681,,1.25374,,,1/15/2022 0:00,08:53,08:11,10:29,3,0,10.0,18,5.0,200,2.25,1,2777,0.660000026,0.026000001,0.442999989,0.061000001,0.003,0.003,0.044,0.002,0.050999999,0.170000002,39.11000061,8.760000229,40.52999878,8.399999619,0.959999979,0.49000001,1.25,0.439999998
5327,44576,179,158,0.563000023,0.02,0.470999986,0.061999999,0.003,0.003,0.046999998,0.002,0.045000002,2670,,0.493055556,44576.49306,1.0,4.877817993,,,1/15/2022 0:00,11:18,10:39,13:03,2,0,11.69999981,945,2.720000029,166,2.25,1,2704,0.597000003,0.021,0.456,0.061000001,0.003,0.003,0.045000002,0.002,0.044,0.159999996,39.16999817,8.489999771,41.22999954,8.739999771,0.980000019,0.449999988,1.269999981,0.430000007
5328,44576,179,152,0.596000016,0.022,0.449000001,0.061000001,0.003,0.003,0.044,0.002,0.043000001,2715,,0.502777778,44576.50278,1.0,4.930751995,,,1/15/2022 0:00,11:18,10:39,13:03,2,0,11.69999981,945,2.720000029,166,2.25,1,2704,0.597000003,0.021,0.456,0.061000001,0.003,0.003,0.045000002,0.002,0.044,0.159999996,39.16999817,8.489999771,41.22999954,8.739999771,0.980000019,0.449999988,1.269999981,0.430000007
5329,44576,179,182,0.632000029,0.022,0.449000001,0.061000001,0.003,0.003,0.045000002,0.002,0.044,2729,,0.532638889,44576.53264,1.0,4.937581991,,,1/15/2022 0:00,11:18,10:39,13:03,2,0,11.69999981,945,2.720000029,166,2.25,1,2704,0.597000003,0.021,0.456,0.061000001,0.003,0.003,0.045000002,0.002,0.044,0.159999996,39.16999817,8.489999771,41.22999954,8.739999771,0.980000019,0.449999988,1.269999981,0.430000007
5330,44576,180,140,0.675000012,0.017000001,0.495999992,0.067000002,0.003,0.003,0.050000001,0.002,0.054000001,2713,,0.569444444,44576.56944,1.0,4.902457995,,,1/15/2022 0:00,13:16,13:00,15:12,3,0,11.0,17,4.5,175,2.25,1,2742,0.614000022,0.022,0.460999995,0.064999998,0.003,0.003,0.048999999,0.002,0.048,0.170000002,39.79999924,8.5,40.5,8.56000042,0.910000026,0.629999995,1.230000019,0.479999989
5331,44576,180,191,0.512000024,0.028999999,0.416000009,0.061999999,0.003,0.003,0.046999998,0.002,0.039000001,2750,,0.604166667,44576.60417,1.0,5.001567993,,,1/15/2022 0:00,13:16,13:00,15:12,3,0,11.0,17,4.5,175,2.25,1,2742,0.614000022,0.022,0.460999995,0.064999998,0.003,0.003,0.048999999,0.002,0.048,0.170000002,39.79999924,8.5,40.5,8.56000042,0.910000026,0.629999995,1.230000019,0.479999989
5332,44576,180,149,0.654999971,0.018999999,0.470999986,0.064999998,0.003,0.003,0.050000001,0.002,0.052000001,2764,,0.618055556,44576.61806,1.0,4.98234801,,,1/15/2022 0:00,13:16,13:00,15:12,3,0,11.0,17,4.5,175,2.25,1,2742,0.614000022,0.022,0.460999995,0.064999998,0.003,0.003,0.048999999,0.002,0.048,0.170000002,39.79999924,8.5,40.5,8.56000042,0.910000026,0.629999995,1.230000019,0.479999989
5333,44576,181,173,0.657000005,0.023,0.414000005,0.059999999,0.003,0.003,0.043000001,0.002,0.035999998,2661,,0.645138889,44576.64514,1.0,4.833691999,,,1/15/2022 0:00,15:12,15:09,17:11,2,0,11.39999962,945,2.730000019,180,2.25,1,2709,0.54400003,0.025,0.419,0.061999999,0.003,0.003,0.045000002,0.002,0.035999998,0.140000001,38.34999847,8.170000076,40.40999985,8.319999695,0.930000007,0.439999998,1.269999981,0.419999987
5334,44576,181,145,0.463,0.024,0.421999991,0.059999999,0.003,0.003,0.046,0.002,0.034000002,2728,,0.675,44576.675,1.0,4.988746,,,1/15/2022 0:00,15:12,15:09,17:11,2,0,11.39999962,945,2.730000019,180,2.25,1,2709,0.54400003,0.025,0.419,0.061999999,0.003,0.003,0.045000002,0.002,0.035999998,0.140000001,38.34999847,8.170000076,40.40999985,8.319999695,0.930000007,0.439999998,1.269999981,0.419999987
5335,44576,181,158,0.546000004,0.028000001,0.40200001,0.061999999,0.003,0.003,0.044,0.002,0.037,2726,,0.69375,44576.69375,1.0,4.957625999,,,1/15/2022 0:00,15:12,15:09,17:11,2,0,11.39999962,945,2.730000019,180,2.25,1,2709,0.54400003,0.025,0.419,0.061999999,0.003,0.003,0.045000002,0.002,0.035999998,0.140000001,38.34999847,8.170000076,40.40999985,8.319999695,0.930000007,0.439999998,1.269999981,0.419999987
5336,44576,181,150,0.510999978,0.025,0.437999994,0.064000003,0.003,0.003,0.046999998,0.002,0.039000001,2721,,0.718055556,44576.71806,1.0,4.962314006,,,1/15/2022 0:00,15:12,15:09,17:11,2,0,11.39999962,945,2.730000019,180,2.25,1,2709,0.54400003,0.025,0.419,0.061999999,0.003,0.003,0.045000002,0.002,0.035999998,0.140000001,38.34999847,8.170000076,40.40999985,8.319999695,0.930000007,0.439999998,1.269999981,0.419999987
5337,44576,182,180,0.430999994,0.044,0.365999997,0.061999999,0.003,0.003,0.046999998,0.002,0.030999999,2710,,0.740277778,44576.74028,1.0,4.962738002,,,1/15/2022 0:00,18:30,17:10,18:48,3,0,11.0,17,5.0,190,2.25,3,2719,0.430999994,0.044,0.365999997,0.061999999,0.003,0.003,0.046999998,0.002,0.030999999,0.159999996,40.04999924,8.619999886,40.70000076,8.659999847,0.910000026,0.639999986,1.230000019,0.479999989
5338,44576,182,156,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728,,0.754861111,44576.75486,,5.14986,,,1/15/2022 0:00,18:30,17:10,18:48,3,0,11.0,17,5.0,190,2.25,3,2719,0.430999994,0.044,0.365999997,0.061999999,0.003,0.003,0.046999998,0.002,0.030999999,0.159999996,40.04999924,8.619999886,40.70000076,8.659999847,0.910000026,0.639999986,1.230000019,0.479999989
5339,44576,185,191,0.587000012,0.022,0.42899999,0.063000001,0.003,0.003,0.046,0.002,0.045000002,2719,,0.946527778,44576.94653,1.0,4.937461996,,,1/15/2022 0:00,22:12,21:54,23:59,2,0,10.89999962,970,2.75,198,2.25,1,2731,0.605000019,0.022,0.442000002,0.063000001,0.003,0.003,0.046,0.002,0.046,0.340000004,33.18999863,8.270000458,36.56000137,9.590000153,0.819999993,0.270000011,1.389999986,0.550000012
5340,44576,185,146,0.624000013,0.023,0.42899999,0.061999999,0.003,0.003,0.044,0.002,0.045000002,2684,,0.961805556,44576.96181,1.0,4.874521996,,,1/15/2022 0:00,22:12,21:54,23:59,2,0,10.89999962,970,2.75,198,2.25,1,2731,0.605000019,0.022,0.442000002,0.063000001,0.003,0.003,0.046,0.002,0.046,0.340000004,33.18999863,8.270000458,36.56000137,9.590000153,0.819999993,0.270000011,1.389999986,0.550000012
5341,44576,185,149,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2758,,0.979166667,44576.97917,,5.19098,,,1/15/2022 0:00,22:12,21:54,23:59,2,0,10.89999962,970,2.75,198,2.25,1,2731,0.605000019,0.022,0.442000002,0.063000001,0.003,0.003,0.046,0.002,0.046,0.340000004,33.18999863,8.270000458,36.56000137,9.590000153,0.819999993,0.270000011,1.389999986,0.550000012
5342,44576,185,180,0.605000019,0.02,0.467000008,0.064999998,0.003,0.003,0.048999999,0.002,0.048,2766,,0.996527778,44576.99653,1.0,4.999905995,,,1/15/2022 0:00,22:12,21:54,23:59,2,0,10.89999962,970,2.75,198,2.25,1,2731,0.605000019,0.022,0.442000002,0.063000001,0.003,0.003,0.046,0.002,0.046,0.340000004,33.18999863,8.270000458,36.56000137,9.590000153,0.819999993,0.270000011,1.389999986,0.550000012
5343,44576,192,160,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.569444444,44576.56944,,1.25374,,,1/16/2022 0:00,13:11,12:18,15:07,3,0,10.89999962,923,5.0,180,2.25,1,2716,0.470999986,0.033,0.407999992,0.061999999,0.003,0.003,0.045000002,0.002,0.035,0.209999993,40.68999863,8.550000191,39.97000122,8.529999733,0.910000026,0.720000029,1.190000057,0.479999989
5344,44577,192,144,0.463999987,0.043000001,0.368000001,0.061999999,0.003,0.003,0.045000002,0.002,0.034000002,2665,,0.524305556,44577.52431,1.0,4.888714004,,,1/16/2022 0:00,13:11,12:18,15:07,3,0,10.89999962,923,5.0,180,2.25,1,2716,0.470999986,0.033,0.407999992,0.061999999,0.003,0.003,0.045000002,0.002,0.035,0.209999993,40.68999863,8.550000191,39.97000122,8.529999733,0.910000026,0.720000029,1.190000057,0.479999989
5345,44577,192,148,0.521000028,0.030999999,0.449999988,0.064999998,0.003,0.003,0.046999998,0.002,0.039999999,2710,,0.548611111,44577.54861,1.0,4.941399992,,,1/16/2022 0:00,13:11,12:18,15:07,3,0,10.89999962,923,5.0,180,2.25,1,2716,0.470999986,0.033,0.407999992,0.061999999,0.003,0.003,0.045000002,0.002,0.035,0.209999993,40.68999863,8.550000191,39.97000122,8.529999733,0.910000026,0.720000029,1.190000057,0.479999989
5346,44577,192,160,0.546000004,0.034000002,0.395999998,0.061000001,0.003,0.003,0.044,0.002,0.041000001,2738,,0.569444444,44577.56944,1.0,4.970807998,,,1/16/2022 0:00,13:11,12:18,15:07,3,0,10.89999962,923,5.0,180,2.25,1,2716,0.470999986,0.033,0.407999992,0.061999999,0.003,0.003,0.045000002,0.002,0.035,0.209999993,40.68999863,8.550000191,39.97000122,8.529999733,0.910000026,0.720000029,1.190000057,0.479999989
5347,44577,192,190,0.449000001,0.025,0.423999995,0.059999999,0.003,0.003,0.044,0.002,0.035999998,2739,,0.599305556,44577.59931,1.0,5.008162,,,1/16/2022 0:00,13:11,12:18,15:07,3,0,10.89999962,923,5.0,180,2.25,1,2716,0.470999986,0.033,0.407999992,0.061999999,0.003,0.003,0.045000002,0.002,0.035,0.209999993,40.68999863,8.550000191,39.97000122,8.529999733,0.910000026,0.720000029,1.190000057,0.479999989
5348,44577,192,146,0.375999987,0.033,0.40200001,0.059999999,0.003,0.003,0.044,0.002,0.025,2731,,0.613888889,44577.61389,1.0,5.014126005,,,1/16/2022 0:00,13:11,12:18,15:07,3,0,10.89999962,923,5.0,180,2.25,1,2716,0.470999986,0.033,0.407999992,0.061999999,0.003,0.003,0.045000002,0.002,0.035,0.209999993,40.68999863,8.550000191,39.97000122,8.529999733,0.910000026,0.720000029,1.190000057,0.479999989
5349,44577,186,144,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2710,,0.025694444,44577.02569,,5.12416,,,1/16/2022 0:00,00:25,00:00,02:13,3,0,10.39999962,17,5.0,165,2.25,2,2724,0.538999975,0.027000001,0.432000011,0.064000003,0.003,0.003,0.048,0.002,0.039999999,0.870000005,36.20999908,8.899999619,35.02999878,9.229999542,0.709999979,0.310000002,1.220000029,0.660000026
5350,44577,186,192,0.644999981,0.026000001,0.432000011,0.063000001,0.003,0.003,0.046999998,0.002,0.048,2731,,0.041666667,44577.04167,1.0,4.933386006,,,1/16/2022 0:00,00:25,00:00,02:13,3,0,10.39999962,17,5.0,165,2.25,2,2724,0.538999975,0.027000001,0.432000011,0.064000003,0.003,0.003,0.048,0.002,0.039999999,0.870000005,36.20999908,8.899999619,35.02999878,9.229999542,0.709999979,0.310000002,1.220000029,0.660000026
5351,44577,186,148,0.493000001,0.024,0.44600001,0.063000001,0.003,0.003,0.046999998,0.002,0.037999999,2743,,0.0625,44577.0625,1.0,4.999688,,,1/16/2022 0:00,00:25,00:00,02:13,3,0,10.39999962,17,5.0,165,2.25,2,2724,0.538999975,0.027000001,0.432000011,0.064000003,0.003,0.003,0.048,0.002,0.039999999,0.870000005,36.20999908,8.899999619,35.02999878,9.229999542,0.709999979,0.310000002,1.220000029,0.660000026
5352,44577,186,184,0.479999989,0.030999999,0.416999996,0.064999998,0.003,0.003,0.048999999,0.002,0.033,2715,,0.092361111,44577.09236,1.0,4.960896004,,,1/16/2022 0:00,00:25,00:00,02:13,3,0,10.39999962,17,5.0,165,2.25,2,2724,0.538999975,0.027000001,0.432000011,0.064000003,0.003,0.003,0.048,0.002,0.039999999,0.870000005,36.20999908,8.899999619,35.02999878,9.229999542,0.709999979,0.310000002,1.220000029,0.660000026
5353,44577,187,183,0.522000015,0.028999999,0.412999988,0.064000003,0.003,0.003,0.046,0.002,0.037,2637,,0.107638889,44577.10764,1.0,4.835813994,,,1/16/2022 0:00,02:23,02:10,04:29,2,1,11.0,970,2.75,174,2.25,1,2713,0.583000004,0.029999999,0.419,0.061999999,0.003,0.003,0.046,0.002,0.037,0.319999993,39.43000031,8.210000038,39.90000153,8.470000267,0.899999976,0.579999983,1.230000019,0.439999998
5354,44577,187,121,0.671999991,0.035999998,0.412,0.061000001,0.003,0.003,0.045000002,0.002,0.035999998,2717,,0.142361111,44577.14236,1.0,4.903126003,,,1/16/2022 0:00,02:23,02:10,04:29,2,1,11.0,970,2.75,174,2.25,1,2713,0.583000004,0.029999999,0.419,0.061999999,0.003,0.003,0.046,0.002,0.037,0.319999993,39.43000031,8.210000038,39.90000153,8.470000267,0.899999976,0.579999983,1.230000019,0.439999998
5355,44577,187,162,0.603999972,0.028999999,0.425999999,0.063000001,0.003,0.003,0.046999998,0.002,0.035999998,2751,,0.179166667,44577.17917,1.0,4.975568009,,,1/16/2022 0:00,02:23,02:10,04:29,2,1,11.0,970,2.75,174,2.25,1,2713,0.583000004,0.029999999,0.419,0.061999999,0.003,0.003,0.046,0.002,0.037,0.319999993,39.43000031,8.210000038,39.90000153,8.470000267,0.899999976,0.579999983,1.230000019,0.439999998
5356,44577,187,194,0.535000026,0.026000001,0.425000012,0.061000001,0.003,0.003,0.046999998,0.002,0.037999999,2747,,0.1875,44577.1875,1.0,4.991079992,,,1/16/2022 0:00,02:23,02:10,04:29,2,1,11.0,970,2.75,174,2.25,1,2713,0.583000004,0.029999999,0.419,0.061999999,0.003,0.003,0.046,0.002,0.037,0.319999993,39.43000031,8.210000038,39.90000153,8.470000267,0.899999976,0.579999983,1.230000019,0.439999998
5357,44577,188,140,0.565999985,0.032000002,0.421000004,0.066,0.003,0.003,0.046,0.002,0.039000001,2680,,0.207638889,44577.20764,1.0,4.882218004,,,1/16/2022 0:00,04:50,04:26,06:07,3,0,10.89999962,923,5.0,150,2.25,1,2709,0.518000007,0.030999999,0.430000007,0.066,0.003,0.003,0.046999998,0.002,0.035999998,0.109999999,36.45000076,7.179999828,39.95000076,7.110000134,0.879999995,0.469999999,1.289999962,0.419999987
5358,44577,188,142,0.470999986,0.028999999,0.437999994,0.066,0.003,0.003,0.048,0.002,0.033,2723,,0.225694444,44577.22569,1.0,4.975024005,,,1/16/2022 0:00,04:50,04:26,06:07,3,0,10.89999962,923,5.0,150,2.25,1,2709,0.518000007,0.030999999,0.430000007,0.066,0.003,0.003,0.046999998,0.002,0.035999998,0.109999999,36.45000076,7.179999828,39.95000076,7.110000134,0.879999995,0.469999999,1.289999962,0.419999987
5359,44577,188,147,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2725,,0.241666667,44577.24167,,5.14472,,,1/16/2022 0:00,04:50,04:26,06:07,3,0,10.89999962,923,5.0,150,2.25,1,2709,0.518000007,0.030999999,0.430000007,0.066,0.003,0.003,0.046999998,0.002,0.035999998,0.109999999,36.45000076,7.179999828,39.95000076,7.110000134,0.879999995,0.469999999,1.289999962,0.419999987
5360,44577,189,154,0.52700001,0.029999999,0.40200001,0.061999999,0.003,0.003,0.046,0.002,0.032000002,2687,,0.275694444,44577.27569,1.0,4.906175998,,,1/16/2022 0:00,06:24,06:04,08:08,2,0,11.69999981,970,2.710000038,180,2.25,1,2729,0.493000001,0.028000001,0.412999988,0.063000001,0.003,0.003,0.046,0.002,0.034000002,0.170000002,39.56000137,8.399999619,39.84999847,8.470000267,0.920000017,0.620000005,1.220000029,0.439999998
5361,44577,189,163,0.578999996,0.026000001,0.419,0.064000003,0.003,0.003,0.045000002,0.002,0.041999999,2730,,0.298611111,44577.29861,1.0,4.953152,,,1/16/2022 0:00,06:24,06:04,08:08,2,0,11.69999981,970,2.710000038,180,2.25,1,2729,0.493000001,0.028000001,0.412999988,0.063000001,0.003,0.003,0.046,0.002,0.034000002,0.170000002,39.56000137,8.399999619,39.84999847,8.470000267,0.920000017,0.620000005,1.220000029,0.439999998
5362,44577,189,152,0.372000009,0.028999999,0.419,0.061999999,0.003,0.003,0.046999998,0.002,0.027000001,2718,,0.328472222,44577.32847,1.0,4.998791998,,,1/16/2022 0:00,06:24,06:04,08:08,2,0,11.69999981,970,2.710000038,180,2.25,1,2729,0.493000001,0.028000001,0.412999988,0.063000001,0.003,0.003,0.046,0.002,0.034000002,0.170000002,39.56000137,8.399999619,39.84999847,8.470000267,0.920000017,0.620000005,1.220000029,0.439999998
5363,44577,189,185,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783,,0.583333333,44577.58333,,5.22696,,,1/16/2022 0:00,06:24,06:04,08:08,2,0,11.69999981,970,2.710000038,180,2.25,1,2729,0.493000001,0.028000001,0.412999988,0.063000001,0.003,0.003,0.046,0.002,0.034000002,0.170000002,39.56000137,8.399999619,39.84999847,8.470000267,0.920000017,0.620000005,1.220000029,0.439999998
5364,44577,190,180,0.536000013,0.030999999,0.395000011,0.061999999,0.003,0.003,0.045000002,0.002,0.037999999,2682,,0.366666667,44577.36667,1.0,4.895079997,,,1/16/2022 0:00,08:28,08:12,09:57,3,2,10.5,923,5.0,190,2.25,2,2700,0.474000007,0.029999999,0.416999996,0.059999999,0.003,0.003,0.046999998,0.002,0.034000002,0.159999996,40.68000031,8.550000191,39.34999847,8.489999771,0.889999986,0.709999979,1.179999948,0.479999989
5365,44577,190,153,0.433999985,0.028999999,0.416999996,0.061000001,0.003,0.003,0.048,0.002,0.033,2708,,0.388194444,44577.38819,1.0,4.966996004,,,1/16/2022 0:00,08:28,08:12,09:57,3,2,10.5,923,5.0,190,2.25,2,2700,0.474000007,0.029999999,0.416999996,0.059999999,0.003,0.003,0.046999998,0.002,0.034000002,0.159999996,40.68000031,8.550000191,39.34999847,8.489999771,0.889999986,0.709999979,1.179999948,0.479999989
5366,44577,190,156,0.451000005,0.029999999,0.437999994,0.057999998,0.003,0.003,0.046999998,0.002,0.030999999,2710,,0.414583333,44577.41458,1.0,4.965473999,,,1/16/2022 0:00,08:28,08:12,09:57,3,2,10.5,923,5.0,190,2.25,2,2700,0.474000007,0.029999999,0.416999996,0.059999999,0.003,0.003,0.046999998,0.002,0.034000002,0.159999996,40.68000031,8.550000191,39.34999847,8.489999771,0.889999986,0.709999979,1.179999948,0.479999989
5367,44577,191,145,0.63499999,0.025,0.430000007,0.063000001,0.003,0.003,0.046,0.002,0.046999998,2656,,0.4375,44577.4375,1.0,4.831460003,,,1/16/2022 0:00,10:08,09:55,12:18,2,0,10.80000019,970,2.74000001,172,2.25,1,2711,0.602999985,0.025,0.426999986,0.063000001,0.003,0.003,0.046,0.002,0.045000002,0.239999995,41.41999817,8.619999886,38.86000061,8.520000458,0.879999995,0.670000017,1.139999986,0.460000008
5368,44577,191,161,0.569000006,0.028000001,0.414999992,0.064000003,0.003,0.003,0.046,0.002,0.039999999,2733,,0.476388889,44577.47639,1.0,4.960479997,,,1/16/2022 0:00,10:08,09:55,12:18,2,0,10.80000019,970,2.74000001,172,2.25,1,2711,0.602999985,0.025,0.426999986,0.063000001,0.003,0.003,0.046,0.002,0.045000002,0.239999995,41.41999817,8.619999886,38.86000061,8.520000458,0.879999995,0.670000017,1.139999986,0.460000008
5369,44577,191,157,0.603999972,0.021,0.435000002,0.061999999,0.003,0.003,0.045000002,0.002,0.046999998,2744,,0.486111111,44577.48611,1.0,4.969070009,,,1/16/2022 0:00,10:08,09:55,12:18,2,0,10.80000019,970,2.74000001,172,2.25,1,2711,0.602999985,0.025,0.426999986,0.063000001,0.003,0.003,0.046,0.002,0.045000002,0.239999995,41.41999817,8.619999886,38.86000061,8.520000458,0.879999995,0.670000017,1.139999986,0.460000008
5370,44577,193,183,0.395000011,0.029999999,0.402999997,0.061000001,0.003,0.003,0.045000002,0.002,0.029999999,2619,,0.640277778,44577.64028,1.0,4.849793997,,,1/16/2022 0:00,15:12,15:01,17:12,2,0,10.30000019,970,2.480000019,165,2.25,1,2689,0.437999994,0.030999999,0.407000005,0.061999999,0.003,0.003,0.045000002,0.002,0.033,0.150000006,39.88000107,8.550000191,40.84000015,8.659999847,0.910000026,0.660000026,1.24000001,0.479999989
5371,44577,193,191,0.469000012,0.035,0.405000001,0.064999998,0.003,0.003,0.045000002,0.002,0.033,2702,,0.672222222,44577.67222,1.0,4.941809997,,,1/16/2022 0:00,15:12,15:01,17:12,2,0,10.30000019,970,2.480000019,165,2.25,1,2689,0.437999994,0.030999999,0.407000005,0.061999999,0.003,0.003,0.045000002,0.002,0.033,0.150000006,39.88000107,8.550000191,40.84000015,8.659999847,0.910000026,0.660000026,1.24000001,0.479999989
5372,44577,193,150,0.49000001,0.027000001,0.404000014,0.061999999,0.003,0.003,0.044,0.002,0.037999999,2725,,0.697916667,44577.69792,1.0,4.972871997,,,1/16/2022 0:00,15:12,15:01,17:12,2,0,10.30000019,970,2.480000019,165,2.25,1,2689,0.437999994,0.030999999,0.407000005,0.061999999,0.003,0.003,0.045000002,0.002,0.033,0.150000006,39.88000107,8.550000191,40.84000015,8.659999847,0.910000026,0.660000026,1.24000001,0.479999989
5373,44577,193,121,0.397000015,0.033,0.414000005,0.061000001,0.003,0.003,0.046,0.002,0.029999999,2713,,0.711111111,44577.71111,1.0,4.981921995,,,1/16/2022 0:00,15:12,15:01,17:12,2,0,10.30000019,970,2.480000019,165,2.25,1,2689,0.437999994,0.030999999,0.407000005,0.061999999,0.003,0.003,0.045000002,0.002,0.033,0.150000006,39.88000107,8.550000191,40.84000015,8.659999847,0.910000026,0.660000026,1.24000001,0.479999989
